,text,label,humour,text_conv
611,अरे आपको कैसे पता चला,0,0,अरे आपको कैसे पता चला
612, क्योंकि यह अच्छी है,1,1,क्योंकि यह अच्छी है
613, बैटरी लाइफ में जो खास होना आजकल मामा के अलावा,0,1,बैटरी लाइफ में जो खास होना आजकल मामा के अलावा
614, यानी आजकल रेगिस्तान में फूल खिल रहा है,0,0,यानी आजकल रेगिस्तान में फूल खिल रहा है
615, व नेपाली है,0,0,व नेपाली है
616, अपना वॉचमैन,0,1,अपना वॉचमैन
617, ने थियेटर ग्रुप के फ्रेंड शांति चांपा गाय को तो कहां तक पहुंची वन कल मैंने उसे कलमेसरा जल्दी 5 के अपने रिहर्सल बिलकुल अकेला था अचानक लाइट चली गई तभी शान्ति आई थी कि भी किसी और जैसे ही हाय हैलो का,0,0,ने थियेटर ग्रुप के फ्रेंड शांति चांपा गाय को तो कहां तक पहुंची वन कल मैंने उसे कलमेसरा जल्दी 5 के अपने रिहर्सल बिलकुल अकेला था अचानक लाइट चली गई तभी शान्ति आई थी कि भी किसी और जैसे ही हाय हैलो का
618, बस,0,0,बस
619, आर्नेटा या शांति को हैलो कहने का मतलब वो तो किसी से बात तक नहीं करतीं बाद रिजल्ट दे व अरे बेवकूफ,0,1,आर्नेटा या शांति को हैलो कहने का मतलब वो तो किसी से बात तक नहीं करतीं बाद रिजल्ट दे व अरे बेवकूफ
620, खुश आज मेरी जिंदगी का सबसे माफी दे है,0,0,खुश आज मेरी जिंदगी का सबसे माफी दे है
621, नाकनाक हुई हमें भी तो बताओ क्या बात है आज मुझे जो चाहिये था मौनशहर नए नए उससे भी अच्छी खबर,0,1,नाकनाक हुई हमें भी तो बताओ क्या बात है आज मुझे जो चाहिये था मौनशहर नए नए उससे भी अच्छी खबर
622, सरिताएं न उसकी भांजी जर्मनी से आने वाली है,0,0,सरिताएं न उसकी भांजी जर्मनी से आने वाली है
623, कौन प्रभा अजनता 66 व जनता जिसने बहुत आसान है इसमें संख्या हम सबने भाई मुस्कुराती है तो एहसान कर दी है हलो बोधित मेहरबानी करती है,0,1,कौन प्रभा अजनता 66 व जनता जिसने बहुत आसान है इसमें संख्या हम सबने भाई मुस्कुराती है तो एहसान कर दी है हलो बोधित मेहरबानी करती है
624, केस की स्टाइल होगी और इस स्टाइल कि तुम्हें बहुत जल्दी आदत डालनी पड़ेगी क्योंकि मैं तुम्हारी और अजंता की शादी फिक्स करने वालों,0,0,केस की स्टाइल होगी और इस स्टाइल कि तुम्हें बहुत जल्दी आदत डालनी पड़ेगी क्योंकि मैं तुम्हारी और अजंता की शादी फिक्स करने वालों
625,  हल्के देती थी अभागे ये  आज नहीं उसका भेद पहुचाता न जाए तो मम्मी जी से मना कर देते,0,0,हल्के देती थी अभागे ये  आज नहीं उसका भेद पहुचाता न जाए तो मम्मी जी से मना कर देते
626,4 बार तो क्या कहा उन्होंने 3 बार तमाम हंसी क्योंकि मामा ने मुझे नो मोर आर्ग्युमेंट का वारा,0,0,4 बार तो क्या कहा उन्होंने 3 बार तमाम हंसी क्योंकि मामा ने मुझे नो मोर आर्ग्युमेंट का वारा
627, मम्मीजी कह दिया की मारामारी करना मोनिशा बेताल मिडल क्लास तुम अरे उससे वो सड़ी हुई पहले की भाजी वापस लेकर रिफंड लेने से मना कर दिया इतनी सी बात सुनी तो मारपीट पर उतर क्या,0,1,मम्मीजी कह दिया की मारामारी करना मोनिशा बेताल मिडल क्लास तुम अरे उससे वो सड़ी हुई पहले की भाजी वापस लेकर रिफंड लेने से मना कर दिया इतनी सी बात सुनी तो मारपीट पर उतर क्या
628, इसीलिए सी बात बाद में वही पालकी में टाइफाइड हो गया था यह मनीषा उसने रिफर निर्यात में वही भाई बना डाली,1,1,इसीलिए सी बात बाद में वही पालकी में टाइफाइड हो गया था यह मनीषा उसने रिफर निर्यात में वही भाई बना डाली
629, में मेरी प्रॉब्लम में डिस्कस के ज्यादा मुझे जनता अच्छे नहीं लगते हुए तो मिनट,0,1,में मेरी प्रॉब्लम में डिस्कस के ज्यादा मुझे जनता अच्छे नहीं लगते हुए तो मिनट
630, 2 मिनट अगली मंडे को मॉम कन्फ्यूजन डे सेलिब्रेट कर बता देंगे प्रोसेस उस दिन तुम्हें क्या सच बताना ही ये महत्व,0,0,2 मिनट अगली मंडे को मॉम कन्फ्यूजन डे सेलिब्रेट कर बता देंगे प्रोसेस उस दिन तुम्हें क्या सच बताना ही ये महत्व
631, आज सरिता बताया मैंने उसे अरे रोशेष तो जनता का नाम सुनते ही उछल पड़ा,0,0,आज सरिता बताया मैंने उसे अरे रोशेष तो जनता का नाम सुनते ही उछल पड़ा
632, लड़की क्यों रखा क्योंकि उसकी मां जनता के उस दिन वृद्धि रघु पैदा हुई अगर उसकी मां कुतुबमीनर देखना इंट्रस्टिंग बड़ी गठबंधन का प्रोसेस वेंडर्स को तो मिला न ही हम मौन में किसी को नहीं बताऊंगी,0,1,लड़की क्यों रखा क्योंकि उसकी मां जनता के उस दिन वृद्धि रघु पैदा हुई अगर उसकी मां कुतुबमीनर देखना इंट्रस्टिंग बड़ी गठबंधन का प्रोसेस वेंडर्स को तो मिला न ही हम मौन में किसी को नहीं बताऊंगी
633,अशोक जुनेजा ओके एव्रीबॉडी अपने घर में कन्फेशन डे मनाते हुए हम 1 दूसरे को 1 दूसरे से छुपाया हुआ कोई सच बताएं उससे पहले 1 बात सुन लो मनीषा सच को लेकर कोई आग्यूमेंट कोई झगड़ा नहीं होगा ओके,0,1,अशोक जुनेजा ओके एव्रीबॉडी अपने घर में कन्फेशन डे मनाते हुए हम 1 दूसरे को 1 दूसरे से छुपाया हुआ कोई सच बताएं उससे पहले 1 बात सुन लो मनीषा सच को लेकर कोई आग्यूमेंट कोई झगड़ा नहीं होगा ओके
634, इंदू अभी सरिता ने कितना बड़ा कन्फेशन किया क्या जब छोटी थी नींबूज रहा करती थी बड़े बुजुर्ग,0,0,इंदू अभी सरिता ने कितना बड़ा कन्फेशन किया क्या जब छोटी थी नींबूज रहा करती थी बड़े बुजुर्ग
635, औद्योगिक रिवाइज किसी और के कन्फ़ेशन को लेकर लंबी से चर्चा यात्रा पर निकलने से पहले क्यों न हम अपना कन्फेशन चक्र,0,0,औद्योगिक रिवाइज किसी और के कन्फ़ेशन को लेकर लंबी से चर्चा यात्रा पर निकलने से पहले क्यों न हम अपना कन्फेशन चक्र
636, ओम इंद्रवदन इस दिन हमारे घर में बिजली चली गई थी और तुम्हारी बार ने मुझ पर इल्जाम लगाया था अरे हाँ बाकुड़ा  इतनी वाकिफ गया हिन्दू कुडू,0,1,ओम इंद्रवदन इस दिन हमारे घर में बिजली चली गई थी और तुम्हारी बार ने मुझ पर इल्जाम लगाया था अरे हाँ बाकुड़ा  इतनी वाकिफ गया हिन्दू कुडू
637, माया मेरी मार्ग,0,0,माया मेरी मार्ग
638, एनी वे पूरे 2 साल जिंदा रही थी उसके बाद वो मैरिट में कहा था ना सच सुनके 1्सेप्ट करना उसका अश्विनी बनाना अरब,0,1,एनी वे पूरे 2 साल जिंदा रही थी उसके बाद वो मैरिट में कहा था ना सच सुनके 1्सेप्ट करना उसका अश्विनी बनाना अरब
639, मंशा तुम्हारी बारी मैंने एक बार साहिल को 3 दिन पुरानी सबसे खिलाती थी हो गया मनीषा कंसेशन बैठा कोई ऐसा सच जो हमें पता न हो अच्छा हां मैंने अपने बेडरूम की छतर ध्वनि थी उसे वैसी पलटकर में,0,1,मंशा तुम्हारी बारी मैंने एक बार साहिल को 3 दिन पुरानी सबसे खिलाती थी हो गया मनीषा कंसेशन बैठा कोई ऐसा सच जो हमें पता न हो अच्छा हां मैंने अपने बेडरूम की छतर ध्वनि थी उसे वैसी पलटकर में
640, तुम समझे नियमानुसार कोई ऐसी बात जिसे सुनकर हम सब चौंक जाएंगे आप ऐसा कोई सच ऐसा सच अब कल तुमने मुझे टिफिन में जो खाना दिया था,0,1,तुम समझे नियमानुसार कोई ऐसी बात जिसे सुनकर हम सब चौंक जाएंगे आप ऐसा कोई सच ऐसा सच अब कल तुमने मुझे टिफिन में जो खाना दिया था
641, वह सब्जी बिल्कुल फ्रैश बनाएगी साहिल और टिफिन भी अच्छी तरह से धोया था,0,1,वह सब्जी बिल्कुल फ्रैश बनाएगी साहिल और टिफिन भी अच्छी तरह से धोया था
642,मेरी बाइक मैंने 1 बार उसे अपने हाथों से पानी पिलाया इसमें कॉन्फ्रेंसिंग पानी मिनट टॉयलेट की टैंक से निकाला और कहा कि आग का पानी को जा रहा है मीठा लग रहा है जो,0,1,मेरी बाइक मैंने 1 बार उसे अपने हाथों से पानी पिलाया इसमें कॉन्फ्रेंसिंग पानी मिनट टॉयलेट की टैंक से निकाला और कहा कि आग का पानी को जा रहा है मीठा लग रहा है जो
643, 9 जज्बा मॉब न मेरा कॉन्फिडेंस मोम आपको आपके फ्रेंड डोनियर थी ओ बॉमशेल 382363610 मुझे ज़बर्दस्ती 21 किया करती थी में 17 साल का हुआ,0,0,9 जज्बा मॉब न मेरा कॉन्फिडेंस मोम आपको आपके फ्रेंड डोनियर थी ओ बॉमशेल 382363610 मुझे ज़बर्दस्ती 21 किया करती थी में 17 साल का हुआ
644, तुमने मुझे बताया कि रोक दे दी ऐसी हरकत उसकी इसीलिए ध्वनि प्रोसेस तुम्हारा कन्फेशन,0,0,तुमने मुझे बताया कि रोक दे दी ऐसी हरकत उसकी इसीलिए ध्वनि प्रोसेस तुम्हारा कन्फेशन
645, मामा में मैं शादीशुदा हूं और हमारा 1 बच्चा भी है जो से इस पोस्टर को,0,0,मामा में मैं शादीशुदा हूं और हमारा 1 बच्चा भी है जो से इस पोस्टर को
646, इतना बड़ा धोखा हो जाता है माया हो कैसे जाता हो कैसे जाता है,0,0,इतना बड़ा धोखा हो जाता है माया हो कैसे जाता हो कैसे जाता है
647, अब माया बच्चा कैसे हो जाता है वो भी तुम्हें समझाना पड़ेगा जब नींद तुमने भी तो मेरी बाघा गला दबाया जोसेफ ने किया है ये ग्रेड की,1,1,अब माया बच्चा कैसे हो जाता है वो भी तुम्हें समझाना पड़ेगा जब नींद तुमने भी तो मेरी बाघा गला दबाया जोसेफ ने किया है ये ग्रेड की
648, तुम नाम जानते उसका रीडर रीति रिवाज रिटर्न मौत मिडिल क्लास हो गई,0,0,तुम नाम जानते उसका रीडर रीति रिवाज रिटर्न मौत मिडिल क्लास हो गई
649, सिर्फ मिडिल क्लास लोग अपनी बेटी का नाम रीटा रखते हैं,0,1,सिर्फ मिडिल क्लास लोग अपनी बेटी का नाम रीटा रखते हैं
650, अच्छा तुम्हारी हाई सोसाईटी फ्रेंड जो है साधना सिंघानियां उसकी बेटी का नाम में तो रीटा है,0,0,अच्छा तुम्हारी हाई सोसाईटी फ्रेंड जो है साधना सिंघानियां उसकी बेटी का नाम में तो रीटा है
651, उसका नाम है नॉर्थ जीता कहां रहती है ये रीचा,0,1,उसका नाम है नॉर्थ जीता कहां रहती है ये रीचा
652, गुदुम रोसेस से पूछ लेना,0,0,गुदुम रोसेस से पूछ लेना
653, कलौली 11 में आपने धर्मपत्नी को बदन फ्लीस धर्मपत्नी इस टेलीविजन सी रियलिस्टिकली मिडिल क्लास,0,1,कलौली 11 में आपने धर्मपत्नी को बदन फ्लीस धर्मपत्नी इस टेलीविजन सी रियलिस्टिकली मिडिल क्लास
654, कल रोसेज आ रहा यहां अपनी औरत को लेकर,1,1,कल रोसेज आ रहा यहां अपनी औरत को लेकर
655, ओके प्लीज प्लीज भी सिविल वि4ों के यह पीढ़ी जैसे की आवाजें नाम तक से अभिलेखों में था कि घर से चंद कौर चिरायु 1 फैंसी नंबर चार के इतने साल का है चितचोर,0,1,ओके प्लीज प्लीज भी सिविल वि4ों के यह पीढ़ी जैसे की आवाजें नाम तक से अभिलेखों में था कि घर से चंद कौर चिरायु 1 फैंसी नंबर चार के इतने साल का है चितचोर
656, ममा फाइनली तो में दक्षेस रखा है अच्छा किया गया है और इस पुल,0,1,ममा फाइनली तो में दक्षेस रखा है अच्छा किया गया है और इस पुल
657,  इतनी बुरी ममीजी,0,1,इतनी बुरी ममीजी
658, लेकिन अब माइका साँस ले दिए तो भी चीख सुनाई देती है जब लोगों को पता चलेगा के रोसैया ने लाउडस्पीकर से लोगों को,0,1,लेकिन अब माइका साँस ले दिए तो भी चीख सुनाई देती है जब लोगों को पता चलेगा के रोसैया ने लाउडस्पीकर से लोगों को
659, मम्मी जी व सरिता जी का फ़ोन आया थाना नायिका की सरिता देवी कहती हैं आप अजंता का भारी है मगर उन्होंने मुझसे पूछा फिरौती शादीशुदा है रॉन्ग नंबर,0,1,मम्मी जी व सरिता जी का फ़ोन आया थाना नायिका की सरिता देवी कहती हैं आप अजंता का भारी है मगर उन्होंने मुझसे पूछा फिरौती शादीशुदा है रॉन्ग नंबर
660, जेके टैस्ट क्या बात है अनबिलीवेबल ब्रिलियंट,1,0,जेके टैस्ट क्या बात है अनबिलीवेबल ब्रिलियंट
661, इसमें ब्रिलियंट वैसे आइडिया दिमाग में तुम्हारे यूज कर डाला को पता चल चुका है तुम्हारी वजह से जनता को चप्पल हमेशा,0,1,इसमें ब्रिलियंट वैसे आइडिया दिमाग में तुम्हारे यूज कर डाला को पता चल चुका है तुम्हारी वजह से जनता को चप्पल हमेशा
662,  उसे क्या होगा इसे कुछ तो फर्क पड़ेगा ये घर साफ सुथरा लगेगा कैंप में नहीं रहना पड़ेगा फ्लोर कबाड़ीवालों की और बर्तन वालों की चहल पहल बढ़ जाएगी लेकिन उसकी इच्छा चली जाए,1,1,उसे क्या होगा इसे कुछ तो फर्क पड़ेगा ये घर साफ सुथरा लगेगा कैंप में नहीं रहना पड़ेगा फ्लोर कबाड़ीवालों की और बर्तन वालों की चहल पहल बढ़ जाएगी लेकिन उसकी इच्छा चली जाए
663,कुछ करो न अपनी,0,0,कुछ करो न अपनी
664, इस मॉम विशिष्ट शादी की रीटा के साथ,0,0,इस मॉम विशिष्ट शादी की रीटा के साथ
665, हो सकता है कि अजंता से शादी न करने के लिए रोशनी की सब कुछ उसके नाटक हो सकता है,0,0,हो सकता है कि अजंता से शादी न करने के लिए रोशनी की सब कुछ उसके नाटक हो सकता है
666, इन्हें तो पता चल जाता है,0,0,इन्हें तो पता चल जाता है
667, ये तो अब तुम बताओ कि साहिल कि मुझे क्या पता चल गया तो नहीं पता चलना चाहिए था उससे पहले स्वयं रोनिनि कि मुझे पता चल चुका है ये बात हिन्दू लघु सूक्ष्म नहीं पता चलेगी,0,0,ये तो अब तुम बताओ कि साहिल कि मुझे क्या पता चल गया तो नहीं पता चलना चाहिए था उससे पहले स्वयं रोनिनि कि मुझे पता चल चुका है ये बात हिन्दू लघु सूक्ष्म नहीं पता चलेगी
668, संविधान दिन 1 जनता को मेरे और रीता के बारे में बता दिया अजंता इंडिया ने तैयारी है वो है और ये दक्षेस अंकल प्रोसेस नतीजे भी सारे डैलस करवा लिए,0,0,संविधान दिन 1 जनता को मेरे और रीता के बारे में बता दिया अजंता इंडिया ने तैयारी है वो है और ये दक्षेस अंकल प्रोसेस नतीजे भी सारे डैलस करवा लिए
669, मैरिज गार्डन प्रॉफिट आओ में पता न तुम्हें का बोलना जैसे ही मोहमाया,0,0,मैरिज गार्डन प्रॉफिट आओ में पता न तुम्हें का बोलना जैसे ही मोहमाया
670, राधाबाई हैलो  शेम जियो,0,0,राधाबाई हैलो  शेम जियो
671, और ये रोज रोज पुत्र अपनी दादी मां को 1 प्यारी सी नर्सरी राइम ने सुनोगे,0,1,और ये रोज रोज पुत्र अपनी दादी मां को 1 प्यारी सी नर्सरी राइम ने सुनोगे
672, दादी दादी ने कहा उप कितना पहचाना इसने अपनी दादी को,0,0,दादी दादी ने कहा उप कितना पहचाना इसने अपनी दादी को
673, इंद्रवदन फौरन शादी की तैयारियां शुरु करनी चाहिए होगी शादी में लद्दाख से अपने मम्मी पापा की शादी में अंताक्षरी 1 और कविता सुनाना बेचा,0,1,इंद्रवदन फौरन शादी की तैयारियां शुरु करनी चाहिए होगी शादी में लद्दाख से अपने मम्मी पापा की शादी में अंताक्षरी 1 और कविता सुनाना बेचा
674, अब बांग्लादेश शादी की है रीचार्ज से सुना न कविता  ई होश होश हर्ष हर्ष मैं लहराराम नेता तक न हवा का रोल करना जैसी,0,1,अब बांग्लादेश शादी की है रीचार्ज से सुना न कविता  ई होश होश हर्ष हर्ष मैं लहराराम नेता तक न हवा का रोल करना जैसी
675, उल्टे सीधे रोड पर पैदल पिज्जा ऑर्डर में का बना हुआ जिसमें तो अपनी पीठ पर रेंगते रिक्त डालो बोला था रोसरो की सिलवटें तोड़ते तोड़ते टूट चुकी हूं मैं,0,1,उल्टे सीधे रोड पर पैदल पिज्जा ऑर्डर में का बना हुआ जिसमें तो अपनी पीठ पर रेंगते रिक्त डालो बोला था रोसरो की सिलवटें तोड़ते तोड़ते टूट चुकी हूं मैं
676, वो तो मैं स्त्री बना था बैग हवा कल बोल दे करके तो उसने तारीफ भी की मेरी उसने घिसने वो नेपाली चैम्पियन नहीं नहीं वो तो कब का छोड़ करके चले गए ग्रुप ये कई और है वो बॉलीवुड में के नरेश ग्रेगरी अधिक उम्र में उनकी बेटी वीरपाल भीलवाड़ा,0,0,वो तो मैं स्त्री बना था बैग हवा कल बोल दे करके तो उसने तारीफ भी की मेरी उसने घिसने वो नेपाली चैम्पियन नहीं नहीं वो तो कब का छोड़ करके चले गए ग्रुप ये कई और है वो बॉलीवुड में के नरेश ग्रेगरी अधिक उम्र में उनकी बेटी वीरपाल भीलवाड़ा
677, माया को बताया कि मुझे बोरिवली में रहती हैं का नाम की लड़की अच्छी लगी तो एडोर्नो रॉयल्स से आवेदन में आग से यह और रोसेशवर वे,0,1,माया को बताया कि मुझे बोरिवली में रहती हैं का नाम की लड़की अच्छी लगी तो एडोर्नो रॉयल्स से आवेदन में आग से यह और रोसेशवर वे
678, आज मैं बहुत खुश हूं जो अजंता आर्य अजंता ने शादी कर ली किसी मिडल क्लास जोमन से,0,1,आज मैं बहुत खुश हूं जो अजंता आर्य अजंता ने शादी कर ली किसी मिडल क्लास जोमन से
679, वो जर्मनी में मिडिल क्लास से वो तुम्हें यहां रहकर,1,0,वो जर्मनी में मिडिल क्लास से वो तुम्हें यहां रहकर
680, क्यूंकि वह जनता को हनीमून के लिए स्विट्जरलैंड ले गया है फिल्म की नफरी वजह मिनी के अगर हम लोग यहां रहकर ने बांग्लादेश में हनीमून मनोभूमिका नहीं होगा,0,1,क्यूंकि वह जनता को हनीमून के लिए स्विट्जरलैंड ले गया है फिल्म की नफरी वजह मिनी के अगर हम लोग यहां रहकर ने बांग्लादेश में हनीमून मनोभूमिका नहीं होगा
681, ज्ञान प्वाइंट नेक्सस इसीलिए वो के हम लोग इस बात को सस्पेंसन बताइए हुए थे वे सब पता चल जाएगा लगता है,0,0,ज्ञान प्वाइंट नेक्सस इसीलिए वो के हम लोग इस बात को सस्पेंसन बताइए हुए थे वे सब पता चल जाएगा लगता है
682, तू नाटक में हवा का रोल कर वह अदृश्य हो या हवा तो किसी को दिखाई नहीं देगी तू भी खुश रहेगी और मैं होश,1,1,तू नाटक में हवा का रोल कर वह अदृश्य हो या हवा तो किसी को दिखाई नहीं देगी तू भी खुश रहेगी और मैं होश
683,इंस्ट्रक्टर विचार साख को नाश्ता 2,0,0,इंस्ट्रक्टर विचार साख को नाश्ता 2
684,मैं दूध हरगिज नहीं दूंगा मैं रिटायर साहब का नाश्ता 2 मैं दूध हरगिज नहीं दूंगा माया मुझे डायरिया है सुबह से 6 बार जा चुका है,0,1,मैं दूध हरगिज नहीं दूंगा मैं रिटायर साहब का नाश्ता 2 मैं दूध हरगिज नहीं दूंगा माया मुझे डायरिया है सुबह से 6 बार जा चुका है
685,में वेजिटेबल बर्गर विटनेस पोटेटो ये ग्रील्ड चिकन सैंडविच कौन खाएगा,0,0,में वेजिटेबल बर्गर विटनेस पोटेटो ये ग्रील्ड चिकन सैंडविच कौन खाएगा
686,1 काम करो स्ट्रॉबेरी मिल्कशेक के साथ रोसेस बाबा को,0,0,1 काम करो स्ट्रॉबेरी मिल्कशेक के साथ रोसेस बाबा को
687,देता जगह रिपोर्ट गलत है मुझे डायरिया ने गुड न्यूज,0,1,देता जगह रिपोर्ट गलत है मुझे डायरिया ने गुड न्यूज
688,डायरिया लिए सुबह से 6 बार टॉयलेट,1,1,डायरिया लिए सुबह से 6 बार टॉयलेट
689,ऐसे सेफ्टी से अलग मुझे पूरा डाउट था कि मुझे डायरिया नहीं है जांच क्यों लेना,0,1,ऐसे सेफ्टी से अलग मुझे पूरा डाउट था कि मुझे डायरिया नहीं है जांच क्यों लेना
690,तो सपोर्टिंग अगर तुम्हारी गलत रिपोर्ट में खांसी या जुकाम होता तो सुबह से खांसते छींकते जस्ट भी अंध सेफसाइड सज्जन लायो,1,1,तो सपोर्टिंग अगर तुम्हारी गलत रिपोर्ट में खांसी या जुकाम होता तो सुबह से खांसते छींकते जस्ट भी अंध सेफसाइड सज्जन लायो
691,इंदू 2 उनका रास्ता जल्दी ला इतना ज़्यादा मत खाना मैंने पायनापल पुडिंग वॉलनट के कारण आलू मटर कटलेट्स भी बनाए हैं,0,0,इंदू 2 उनका रास्ता जल्दी ला इतना ज़्यादा मत खाना मैंने पायनापल पुडिंग वॉलनट के कारण आलू मटर कटलेट्स भी बनाए हैं
692,ब्रेकफास्ट में  मुझे अच्छा बिठाल यह लेसा ₹ बता 1 घोषित करना मुझे इतना बुरा भी नहीं लगता,0,1,ब्रेकफास्ट में  मुझे अच्छा बिठाल यह लेसा ₹ बता 1 घोषित करना मुझे इतना बुरा भी नहीं लगता
693,लेकिन 200 रूपया बना साथ घोषित करना मुझे अच्छा लगता है,0,1,लेकिन 200 रूपया बना साथ घोषित करना मुझे अच्छा लगता है
694,लेकिन न मुझे सुन लाइन यह सब 2 सुजीत रिश्वत देना मुझे बिल्कुल पसन्द सौदे में रिश्वत देना मुझे इतना भी बुरा नहीं,1,1,लेकिन न मुझे सुन लाइन यह सब 2 सुजीत रिश्वत देना मुझे बिल्कुल पसन्द सौदे में रिश्वत देना मुझे इतना भी बुरा नहीं
695,50000₹ बता को मुनि शमशाबाद साईं बाबा के बीच नेपाल आत्महत्या करने की धमकी दी,0,0,50000₹ बता को मुनि शमशाबाद साईं बाबा के बीच नेपाल आत्महत्या करने की धमकी दी
696,तभी मैं कहूं कि मायारानी इतनी मूड में क्यूँ आज इन देखने चले मनीषा बनी मुर्दा या बहू करें खुदकुशी और सास हंसी ख़ुशी ख़ुशी को हो बोली,1,1,तभी मैं कहूं कि मायारानी इतनी मूड में क्यूँ आज इन देखने चले मनीषा बनी मुर्दा या बहू करें खुदकुशी और सास हंसी ख़ुशी ख़ुशी को हो बोली
697,और मासूम मल्लिका जश्न में पतंजलि के साहिल अंबानी का इतना बड़ा झगड़ा हुआ क्यों वो अब,0,1,और मासूम मल्लिका जश्न में पतंजलि के साहिल अंबानी का इतना बड़ा झगड़ा हुआ क्यों वो अब
698,तुमने मन ही मन बहुत बड़ा गरबा की अगन ए साहिल ने की है मनीषा से बढ़ी और माने तो खुदकुशी करने चली तो पहनेंगे कपड़े व आए रंग  नेता रास्ते से जा रहा था तोहफा तोहफा तोहफा तू तू तू तू तू तारा,1,1,तुमने मन ही मन बहुत बड़ा गरबा की अगन ए साहिल ने की है मनीषा से बढ़ी और माने तो खुदकुशी करने चली तो पहनेंगे कपड़े व आए रंग  नेता रास्ते से जा रहा था तोहफा तोहफा तोहफा तू तू तू तू तू तारा
699,मनीषा भाभी ये तो हिन्दी फ़िल्मों के गानें इनसे श्रद्धांजलि कैसे मिलेंगे,0,1,मनीषा भाभी ये तो हिन्दी फ़िल्मों के गानें इनसे श्रद्धांजलि कैसे मिलेंगे
700,थोड़ा सा पटेल की गई खनन विशेषतया जैसे कि रास्ते से जा रहा था लोफर्स योगर्ट खा रहा था कविता सुना रहा था मेरी भाभी मरी तो मैं क्या करूं तो सजाइयेगा बिछुड़िया मांग में सिन्दूर शादी का जोड़ा,0,1,थोड़ा सा पटेल की गई खनन विशेषतया जैसे कि रास्ते से जा रहा था लोफर्स योगर्ट खा रहा था कविता सुना रहा था मेरी भाभी मरी तो मैं क्या करूं तो सजाइयेगा बिछुड़िया मांग में सिन्दूर शादी का जोड़ा
701,शादी का लाल जोड़ा मत पहनायेगा,0,0,शादी का लाल जोड़ा मत पहनायेगा
702,जानती हूं भारत पेइचिंग सेंटर में मार्बल शिफॉन की लाल साड़ी मिलती है ढाई 100₹ वाली उस पर 40₹ मीटर वाली तरीका बॉर्डर लगवा ली और हाँ मेरी बरसी पर वो 4 मालेवाली कम्युनी वैजंती को बिल्कुल मत बुलाइयेगा,0,1,जानती हूं भारत पेइचिंग सेंटर में मार्बल शिफॉन की लाल साड़ी मिलती है ढाई 100₹ वाली उस पर 40₹ मीटर वाली तरीका बॉर्डर लगवा ली और हाँ मेरी बरसी पर वो 4 मालेवाली कम्युनी वैजंती को बिल्कुल मत बुलाइयेगा
703,उसकी प्रसिद्धि मुझे क्या था निशा भाभी आप भी शिष्य,0,1,उसकी प्रसिद्धि मुझे क्या था निशा भाभी आप भी शिष्य
704,अग्रिम चंद सालों में आपको मुझसे थोड़ा बहुत लगा हो तो प्लीज मेरे लिए 1 श्रद्धांजलि लिखकर सिन्हा थी,0,1,अग्रिम चंद सालों में आपको मुझसे थोड़ा बहुत लगा हो तो प्लीज मेरे लिए 1 श्रद्धांजलि लिखकर सिन्हा थी
705,ये मुझे नहीं होगा,0,0,ये मुझे नहीं होगा
706,कभी श्रद्धांजलि की 1 अच्छी सी कविता से की चीख से बढ़कर लोगों को मैंने वो कविता लिखी कविता फिर 1 अच्छी सी लम्बी मनुष्य,0,1,कभी श्रद्धांजलि की 1 अच्छी सी कविता से की चीख से बढ़कर लोगों को मैंने वो कविता लिखी कविता फिर 1 अच्छी सी लम्बी मनुष्य
